SurveyYear,Province,HouseholdID,ProvinceCode,IncomeSalaryCode,IncomeBusinessCode,IncomeRemittanceCode,IncomePensionCode,IncomeGrantCode,IncomeAgricultureCode,NoIncomeCode,OtherIncomeCode,MainIncomeSourceCode,RequiredIncomeRaw,ComparativeIncomeCode,ExpenditureBandCode,TotalMonthlyHouseholdIncomeRaw,VehicleAssetCode,TotalVehicles,TVAssetCode,PayTVAssetCode,ComputerAssetCode,WashingMachineAssetCode,FreezerAssetCode,FridgeAssetCode,MicrowaveAssetCode,GeyserAssetCode,SolarPanelAssetCode,RadioAssetCode,HouseholdSize,SalaryEarnersInHousehold,SocialGrantRecipients,TotalGrantRecipients,HouseholdWeight
2024,Free State,470100920000039801,4,2,2,1,2,1,2,2,2,5,4000,3,8,3900,2,88,1,1,2,1,2,1,1,2,2,1,7,0,7,3100,910.967708854
2024,Free State,470100920000044701,4,1,2,2,2,1,2,2,2,1,3000,3,8,7480,2,88,1,2,2,2,1,1,2,2,2,1,5,7000,1,480,548.91509643
2024,Free State,470100920000049601,4,1,2,2,2,1,2,2,2,1,5000,3,9,5310,2,88,1,1,2,2,2,1,1,2,2,1,4,4000,3,1310,884.690851905
2024,Free State,470101470000006601,4,1,2,2,2,2,2,2,2,1,30000,4,11,20000,1,1,1,1,1,1,2,1,1,1,2,1,2,20000,0,0,775.768528397
2024,Free State,470101470000019201,4,1,1,2,2,2,2,2,1,1,8000,2,11,25000,1,2,1,1,1,1,1,1,1,1,2,2,4,25000,0,0,956.960413628
2024,Free State,470101470000024601,4,1,2,2,2,2,2,2,2,1,1000,2,7,1500,2,88,2,2,2,2,2,2,2,2,2,1,1,1500,0,0,1755.7068748
2024,Free State,470102430000000201,4,1,2,2,2,2,2,2,2,1,4000,4,8,2997,2,88,2,2,2,2,2,2,2,2,2,2,2,2997,0,0,1381.4640936
2024,Free State,470102430000002301,4,2,2,2,2,2,2,2,1,7,3000,4,7,9999999,2,88,1,2,2,2,2,2,2,2,2,2,1,0,0,0,1150.09810748
2024,Free State,470102430000002302,4,1,2,1,2,2,2,2,2,1,3000,4,6,2340,2,88,1,2,2,2,2,2,2,2,2,2,2,1840,0,0,1150.09810748
2024,Free State,470102430000004401,4,1,2,2,2,1,2,2,2,5,2000,2,10,4070,2,88,1,1,1,1,1,1,1,2,2,2,5,1600,2,2470,713.589625359
2024,Free State,470102430000006501,4,1,1,2,2,1,2,2,2,1,15000,2,10,24930,1,1,1,2,1,1,1,1,1,2,2,2,3,24580,1,350,1150.09810748
2024,Free State,470102430000008601,4,2,2,2,2,1,2,2,2,5,2000,3,8,1990,2,88,1,1,2,1,2,1,1,1,2,2,1,0,1,1990,657.359260585
2024,Free State,470102430000012801,4,2,2,2,1,2,2,2,2,4,15000,4,10,12000,1,2,1,1,2,1,2,1,1,2,2,1,6,0,0,0,713.589625359
2024,Free State,470102430000014901,4,1,2,2,2,2,2,2,2,1,6000,4,8,4997,2,88,2,2,1,1,2,1,1,2,2,1,3,4997,0,0,1184.25802151
2024,Free State,470102430000017001,4,2,2,1,2,1,2,2,2,3,4000,3,8,3960,2,88,1,1,2,2,2,1,2,2,2,2,3,0,2,960,1292.78463071
2024,Free State,470102430000019101,4,1,2,2,2,2,2,2,2,1,1000,2,5,3929,2,88,1,1,2,2,2,1,2,2,2,1,2,3929,0,0,713.589625359
2024,Free State,470102430000021201,4,1,2,2,2,1,2,2,2,1,3500,2,8,6856,2,88,2,2,1,2,2,1,2,2,2,2,2,6506,1,350,1381.4640936
2024,Free State,470102430000023301,4,1,2,1,2,1,2,2,2,1,8000,4,9,6160,2,88,1,1,1,1,1,1,1,2,2,1,3,4400,2,960,1184.25802151
2024,Free State,470102510000001501,4,1,2,2,2,2,2,2,2,1,1500,3,8,480,2,88,1,1,2,1,1,1,1,1,2,2,1,480,0,0,517.164157992
2024,Free State,470102510000004701,4,1,2,2,2,1,2,2,2,1,2000,2,8,3960,2,88,1,1,2,2,1,1,1,2,2,2,4,3000,2,960,1062.66468738
2024,Free State,470102510000011101,4,1,2,2,2,1,2,2,2,1,4000,4,8,5919,2,88,1,1,2,1,2,1,1,2,2,1,2,3929,1,1990,462.071383166
2024,Free State,470102510000017501,4,2,2,2,2,1,2,2,2,5,3000,2,8,3980,2,88,2,2,2,2,2,2,2,2,2,2,4,0,2,3980,548.91509643
2024,Free State,470102510000020701,4,2,2,2,2,1,2,2,2,5,5000,4,8,3980,2,88,1,1,2,1,2,1,1,1,2,1,3,0,2,3980,505.660969681
2024,Free State,470102510000023901,4,1,2,2,2,2,2,2,2,1,2000,3,7,2000,2,88,2,2,2,2,2,2,2,2,2,2,1,2000,0,0,548.91509643
2024,Free State,470102570000003001,4,1,2,2,2,2,2,2,1,1,10000,2,10,9600,2,88,1,1,2,1,1,1,1,2,2,2,3,9600,0,0,528.081580761
2024,Free State,470102570000008601,4,2,2,2,2,1,2,2,2,5,2000,3,7,1990,2,88,2,2,2,2,2,2,2,2,2,2,2,0,1,1990,577.898251064
2024,Free State,470102570000014201,4,1,1,2,2,2,2,2,2,1,7000,1,11,31058,2,88,1,1,1,1,1,1,1,1,2,2,2,31058,0,0,1214.47392844
2024,Free State,470102570000017001,4,1,2,1,2,1,2,2,2,1,8000,2,10,9948,2,88,1,1,1,1,2,1,1,2,2,2,4,6958,1,1990,627.331538777
2024,Free State,470102570000019801,4,1,2,2,2,1,2,2,2,1,5000,2,9,11400,2,88,1,1,2,1,2,1,1,2,2,2,6,10000,4,1400,591.044751991
2024,Free State,470102570000022601,4,1,2,2,2,1,2,2,2,5,800,4,3,2150,2,88,2,2,2,2,2,2,2,2,2,2,1,1800,1,350,1214.47392844
2024,Free State,470102570000025401,4,1,2,2,2,1,2,2,2,1,5000,2,8,6790,1,1,1,1,1,2,2,1,1,2,2,2,5,5000,4,1790,1011.07525932
2024,Free State,470102610000000901,4,2,2,2,2,1,2,2,2,5,4000,3,8,4000,2,88,1,1,2,1,1,1,1,2,2,1,2,0,2,4000,513.412647963
2024,Free State,470102610000002801,4,1,1,2,2,1,2,2,2,1,4500,3,9,6709,1,1,1,2,2,1,1,1,1,2,2,1,6,5749,2,960,1012.18634317
2024,Free State,470102610000004701,4,2,2,2,2,1,2,2,2,5,3000,4,7,3320,2,88,1,2,2,2,2,1,1,2,2,2,5,0,4,3320,561.845521867
2024,Free State,470102610000006601,4,1,2,2,2,1,2,2,2,5,2500,4,7,4240,2,88,1,2,2,2,2,1,1,2,2,1,5,2800,3,1440,1180.73854153
2024,Free State,470102610000008501,4,2,2,2,2,1,2,2,2,5,2000,3,7,1990,2,88,1,1,2,1,2,1,1,1,2,1,1,0,1,1990,574.626842213
2024,Free State,470102610000010401,4,2,2,1,2,2,2,2,2,3,1500,3,5,1000,2,88,2,2,2,2,2,2,1,2,2,2,1,0,0,0,982.98983545
2024,Free State,470102610000014201,4,1,2,2,2,1,2,2,2,1,3000,3,8,4240,1,1,1,1,2,1,2,1,2,2,2,1,5,2800,3,1440,982.98983545
2024,Free State,470102610000016101,4,1,2,2,2,1,2,2,2,1,6000,3,8,10140,2,88,1,1,2,2,2,1,1,2,2,1,7,8000,5,2140,1012.18634317
2024,Free State,470102610000021801,4,2,2,1,2,2,2,2,2,3,1000,4,5,1000,2,88,1,1,2,2,2,1,2,2,2,2,1,0,0,0,982.98983545
2024,Free State,470102770000002001,4,1,2,2,2,1,2,2,2,1,1000,3,5,1086,2,88,2,2,2,2,2,2,2,2,2,2,2,736,1,350,884.690851905
2024,Free State,470102770000004401,4,1,2,2,2,1,2,2,2,1,5000,2,8,7047,2,88,1,1,1,2,2,2,2,2,2,1,5,5257,4,1790,884.690851905
2024,Free State,470102770000006801,4,1,2,2,2,1,2,2,2,5,4000,3,9,6427,1,1,1,1,2,1,1,1,1,1,2,1,6,2997,4,3430,505.660969681
2024,Free State,470102770000009201,4,1,2,2,2,1,2,2,2,1,5000,4,8,6240,2,88,1,1,2,2,2,1,1,2,2,1,6,4800,3,1440,884.690851905
2024,Free State,470102770000011601,4,1,2,1,2,1,2,2,2,5,4500,3,9,5719,2,88,1,1,1,1,2,1,1,2,2,2,3,1249,2,2470,517.164157992
2024,Free State,470102770000014001,4,1,1,2,2,2,2,2,2,1,14500,4,12,11958,1,2,1,1,1,1,1,1,1,1,2,1,5,11958,0,0,548.91509643
2024,Free State,470102770000018801,4,1,2,2,2,1,2,2,2,5,2000,4,6,3448,2,88,1,1,2,2,2,2,1,2,2,2,5,2008,3,1440,994.449715933
2024,Free State,470102920000001901,4,1,1,2,2,2,2,2,2,1,20000,3,9,23000,1,1,1,1,1,1,2,1,1,1,1,1,3,23000,0,0,906.903202797
2024,Free State,470102920000005901,4,2,2,2,1,2,2,2,2,4,40000,3,12,40000,1,1,1,1,1,1,2,1,1,1,2,1,2,0,0,0,775.768528397
2024,Free State,470102920000009901,4,1,2,2,2,2,2,2,2,1,8000,3,13,360,1,1,1,1,1,1,1,1,1,1,2,1,3,360,0,0,1622.32557131
2024,Free State,470102920000017901,4,1,2,2,2,2,2,2,2,1,25000,2,11,40000,1,2,1,1,1,1,2,1,1,1,2,1,4,40000,0,0,1505.07708419
2024,Free State,471100200000011501,4,1,2,2,2,2,2,2,2,1,1500,3,7,9999999,2,88,2,2,2,2,2,2,2,2,2,1,1,9999999,0,0,2565.91145891
2024,Free State,471100200000011502,4,1,2,2,2,2,2,2,2,1,1000,2,6,4500,2,88,2,2,2,2,2,2,2,2,2,2,1,4500,0,0,1592.04487406
2024,Free State,471100370000001201,4,1,2,2,2,1,2,2,2,1,2000,3,8,5150,2,88,1,1,2,2,1,1,1,2,2,2,2,4800,1,350,884.690851905
2024,Free State,471100370000008401,4,2,2,2,2,1,2,2,2,5,9999999,3,5,1310,2,88,1,2,2,2,2,1,2,2,2,2,4,0,3,1310,910.967708854
2024,Free State,471100370000013201,4,2,2,2,2,1,2,2,2,5,1500,2,6,1990,2,88,1,1,2,1,2,1,1,2,2,1,1,0,1,1990,548.91509643
2024,Free State,471100370000015601,4,2,2,2,2,1,2,2,2,5,1000,3,5,2140,2,88,1,1,2,2,2,2,2,2,2,2,5,0,5,2140,994.449715933
2024,Free State,471100370000018001,4,1,1,2,2,2,2,2,2,1,6000,3,8,6300,1,1,1,2,2,2,2,1,1,2,2,1,1,6300,0,0,884.690851905
2024,Free State,471101250000003101,4,1,2,2,2,1,2,2,2,5,1500,3,7,3390,2,88,2,2,2,2,2,2,2,2,2,2,5,1600,4,1790,1062.66468738
2024,Free State,471101250000006501,4,1,2,2,2,1,2,2,2,1,999999999,2,8,3460,2,88,2,2,2,2,2,2,2,2,2,1,5,1800,4,1660,884.690851905
2024,Free State,471101250000009901,4,2,2,2,2,1,2,2,2,5,3000,2,8,4130,1,1,1,1,1,1,2,1,1,2,2,2,6,0,6,4130,517.164157992
2024,Free State,471101250000020101,4,1,2,2,2,1,2,2,2,1,3000,2,8,6668,2,88,1,1,1,2,2,1,1,2,2,2,6,5008,4,1660,517.164157992
2024,Free State,471101250000023501,4,2,1,2,2,2,2,2,2,2,1000,4,7,736,2,88,1,2,2,2,2,1,1,2,2,2,1,736,0,0,910.967708854
2024,Free State,471101250000026901,4,1,1,2,2,1,2,2,2,1,1000,2,8,4350,2,88,1,1,1,1,2,1,1,2,2,1,1,4000,1,350,1062.66468738
2024,Free State,471101250000030301,4,2,2,1,2,2,2,2,2,3,500,2,7,2000,2,88,2,2,2,2,2,2,2,2,2,2,1,0,0,0,994.449715933
2024,Free State,471101250000033701,4,1,2,2,2,2,2,2,2,1,4200,3,8,4200,2,88,2,2,2,1,1,2,1,2,2,2,2,4200,0,0,884.690851905
2024,Free State,471101260000000501,4,2,2,2,2,1,2,2,2,5,2000,3,7,2950,2,88,1,1,2,2,2,1,2,2,2,2,3,0,3,2950,561.845521867
2024,Free State,471101260000002401,4,1,2,2,2,1,2,2,2,1,2500,3,8,5030,2,88,1,2,2,2,2,1,2,2,2,2,5,4200,2,830,609.9056627
2024,Free State,471101260000004301,4,2,2,2,2,1,2,2,2,5,2000,3,7,1990,2,88,2,2,2,2,2,1,1,2,2,1,1,0,1,1990,513.412647963
2024,Free State,471101260000006201,4,2,2,2,2,1,2,2,2,5,1000,3,5,1310,2,88,1,1,2,1,2,1,2,2,2,2,3,0,3,1310,1012.18634317
2024,Free State,471101260000010001,4,2,2,1,2,1,2,2,2,5,2000,3,7,3800,2,88,1,1,2,2,2,1,1,2,2,1,5,0,4,3300,561.845521867
2024,Free State,471101260000011901,4,1,2,2,2,2,2,2,2,1,1500,3,6,960,2,88,2,2,2,2,2,1,1,2,2,1,2,960,0,0,609.9056627
2024,Free State,471101260000015701,4,2,1,2,2,1,2,2,2,2,3000,3,8,8830,1,1,1,1,2,1,2,1,1,2,2,2,3,8000,2,830,982.98983545
2024,Free State,471101260000021401,4,2,2,2,2,1,2,2,2,5,2000,3,7,2820,2,88,1,1,2,2,2,1,1,2,2,2,6,0,3,2820,574.626842213
2024,Free State,471101260000023301,4,2,2,2,2,1,2,2,2,5,7000,3,8,700,2,88,1,1,1,1,2,1,1,2,2,2,3,0,2,700,574.626842213
2024,Free State,471101400000001601,4,1,2,2,2,2,2,2,2,1,2000,2,7,6958,2,88,1,1,2,2,1,1,1,2,2,1,1,6958,0,0,597.413768715
2024,Free State,471101400000003601,4,2,2,2,2,1,2,2,2,5,1000,2,6,960,2,88,1,1,2,2,1,1,1,2,2,1,3,0,2,960,1052.32476712
2024,Free State,471101400000005601,4,2,2,2,1,1,2,2,2,4,2500,2,6,5260,2,88,1,1,2,1,1,1,1,2,2,1,6,0,6,4260,597.413768715
2024,Free State,471101400000009601,4,2,2,1,2,1,2,2,2,5,750,2,4,1850,2,88,1,2,2,2,2,1,1,2,2,1,1,0,1,350,597.413768715
2024,Free State,471101400000013601,4,1,2,2,1,1,2,2,2,1,3000,2,8,24754,2,88,1,1,2,1,1,1,1,2,2,1,12,16144,7,4610,584.125602907
2024,Free State,471101400000015601,4,1,2,2,2,1,2,2,2,1,2500,2,8,7247,2,88,1,1,2,1,2,1,1,2,2,1,3,5257,1,1990,1021.97046686
2024,Free State,472100250000001901,4,2,2,2,2,1,2,2,2,5,3000,3,6,2950,2,88,1,1,2,2,2,1,1,2,2,1,4,0,3,2950,589.916688338
2024,Free State,472100250000004601,4,2,2,2,2,1,2,2,2,5,4000,3,7,3980,2,88,1,1,2,2,2,1,1,2,2,1,2,0,2,3980,1009.14552854
2024,Free State,472100250000010001,4,2,2,1,2,1,2,2,2,3,6000,3,6,6480,2,88,1,1,2,1,2,1,1,2,2,1,3,0,1,480,589.916688338
2024,Free State,472100250000012701,4,1,2,2,2,1,2,2,2,5,4000,3,7,7910,2,88,1,1,2,2,2,1,1,2,2,2,7,4000,5,3910,576.795278725
2024,Free State,472100250000018101,4,2,2,2,2,1,2,2,2,5,800,3,5,830,2,88,1,1,2,2,2,1,1,2,2,1,3,0,2,830,1212.15599246
2024,Free State,472100250000020801,4,1,2,2,2,1,2,2,2,5,2000,3,6,6990,2,88,2,2,2,2,2,2,2,2,2,2,8,4500,2,2490,576.795278725
2024,Free State,472100250000023501,4,2,2,2,2,1,2,2,2,5,7000,3,7,2820,1,1,1,1,2,1,2,1,1,2,2,1,6,0,3,2820,626.134218431
2024,Free State,472101550000001301,4,1,2,2,2,1,2,2,2,5,5000,2,8,6650,2,88,1,1,2,1,2,1,2,2,2,2,7,3000,5,3650,691.896966907
2024,Free State,472101550000003001,4,1,2,1,2,1,2,2,2,1,5000,2,9,12369,2,88,1,1,2,1,2,1,1,2,2,2,4,3929,3,1440,1218.75382307
2024,Free State,472101550000004701,4,1,2,2,2,1,2,2,2,5,5000,4,8,9106,2,88,1,2,1,1,2,1,2,2,2,2,11,3096,7,6010,618.1901502
2024,Free State,472101550000009801,4,2,2,2,2,1,2,2,2,5,4500,4,9,960,2,88,2,2,2,2,2,2,2,2,2,2,5,0,2,960,1183.59887789
2024,Free State,472101550000013201,4,1,2,2,2,2,2,2,2,1,100000,3,12,88574,1,3,1,1,1,1,2,1,1,1,2,2,4,88574,0,0,1183.59887789
2024,Free State,472101550000014901,4,1,2,1,2,1,2,2,2,1,1000,2,9,4960,2,88,1,1,2,2,2,1,1,2,2,2,3,3000,2,960,691.896966907
2024,Free State,472101550000016601,4,1,2,2,2,2,2,2,2,1,3000,2,8,8000,2,88,1,1,2,2,2,1,1,2,2,1,2,8000,0,0,1218.75382307
2024,Free State,472101640000001201,4,2,2,2,2,1,2,2,2,5,2000,3,7,2010,2,88,1,2,2,1,2,1,1,2,2,2,1,0,1,2010,648.894688566
2024,Free State,472101640000006901,4,1,2,2,2,2,2,2,2,1,30000,4,13,800,1,2,1,1,1,1,1,1,1,1,2,2,3,800,0,0,704.400995734
2024,Free State,472101640000008801,4,2,2,1,2,1,2,2,2,3,5000,2,9,6310,2,88,1,1,2,1,2,1,1,2,2,2,4,0,3,1310,1363.67549151
2024,Free State,472101640000010701,4,1,2,2,2,1,2,2,2,5,2000,2,7,11607,2,88,1,1,2,1,1,1,1,2,2,2,8,7257,7,4350,648.894688566
2024,Free State,472101640000012601,4,2,1,2,2,1,2,2,2,5,5000,4,6,3480,2,88,1,1,2,1,1,1,1,2,2,2,6,1800,3,1680,663.65627438
2024,Free State,472101640000016401,4,2,2,1,2,1,2,2,2,5,5000,3,9,5910,2,88,1,1,2,1,2,1,1,2,2,2,6,0,5,3910,663.65627438
2024,Free State,472101640000018301,4,2,2,2,2,1,2,2,2,5,3000,5,8,960,2,88,1,1,2,2,2,1,1,2,2,2,3,0,2,960,1276.13792127
2024,Free State,472102240000000401,4,2,2,2,1,1,2,2,2,4,2000,3,7,5910,2,88,1,1,2,2,1,1,1,2,2,1,6,0,5,3910,573.530113662
2024,Free State,472102240000002201,4,1,2,2,2,1,2,2,2,1,2000,3,7,23923,1,1,1,1,2,1,1,1,1,2,2,1,5,21583,2,2340,573.530113662
2024,Free State,472102240000004001,4,1,2,1,2,1,2,2,2,3,3000,2,8,11438,2,88,1,1,2,1,1,1,1,2,2,1,5,6958,1,480,573.530113662
2024,Free State,472102240000005801,4,2,1,2,1,1,2,2,2,2,1500,2,7,8565,2,88,1,1,2,2,1,1,1,2,2,1,5,255,4,4810,560.77318765
2024,Free State,472102240000009401,4,1,2,2,2,1,2,2,2,1,600,2,5,1980,2,88,1,1,2,2,1,1,1,2,2,1,3,1500,1,480,1010.25449179
2024,Free State,472102240000011201,4,2,1,2,2,1,2,2,2,2,1000,3,5,2488,2,88,1,1,2,2,1,1,1,2,2,1,2,2008,1,480,573.530113662
2024,Free State,472102240000013001,4,2,2,2,1,2,2,2,2,4,4000,2,8,10000,1,1,1,1,1,1,1,1,1,2,2,1,3,0,0,0,608.741601252
2024,Free State,472102240000014801,4,1,2,2,2,1,2,2,2,1,1000,3,7,10785,2,88,2,1,2,2,1,1,1,2,2,1,4,9475,3,1310,981.113708303
2024,Free State,472102240000016601,4,1,2,2,2,1,2,2,2,1,1500,2,6,5500,2,88,1,1,1,1,1,1,1,1,2,1,4,1500,2,4000,560.77318765
2024,Free State,472102330000001701,4,2,2,2,2,1,2,2,2,5,1500,3,6,1790,2,88,1,2,2,2,2,2,2,2,2,1,4,0,4,1790,1218.75382307
2024,Free State,472102330000003301,4,1,2,2,2,1,2,2,2,1,2000,3,7,4550,2,88,1,1,1,2,2,1,1,2,2,2,4,1600,3,2950,691.896966907
2024,Free State,472102330000004901,4,2,2,2,2,1,2,2,2,5,1000,4,4,700,2,88,1,1,2,2,2,1,1,2,2,2,3,0,2,700,691.896966907
2024,Free State,472102330000006501,4,2,2,1,2,1,2,2,2,3,2500,3,8,6130,2,88,1,1,2,2,2,1,1,2,2,2,6,0,6,4130,618.1901502
2024,Free State,472102330000008101,4,2,1,2,2,1,2,2,2,2,2000,3,7,2990,1,2,1,1,2,1,2,1,1,2,2,2,3,1000,1,1990,691.896966907
2024,Free State,472102330000009701,4,2,2,1,2,1,2,2,2,5,2000,3,7,3020,2,88,1,1,2,2,2,2,2,2,2,1,2,0,2,2470,676.507228505
2024,Free State,472102750000001501,4,1,2,2,2,1,2,2,2,5,2000,3,6,7560,2,88,1,1,2,2,2,1,2,2,2,1,4,6600,2,960,1218.75382307
2024,Free State,472102750000008301,4,2,2,2,2,1,2,2,2,5,2000,3,5,1990,2,88,1,1,2,2,2,2,2,2,2,1,1,0,1,1990,734.375506191
2024,Free State,472102750000011701,4,2,2,2,2,1,2,2,2,5,4000,3,8,3980,2,88,1,1,2,2,2,1,1,2,2,1,2,0,2,3980,618.1901502
2024,Free State,472102750000016801,4,1,2,2,2,2,2,2,2,1,16000,3,9,21583,1,2,1,1,1,1,1,1,1,2,2,1,2,21583,0,0,1218.75382307
2024,Free State,472102750000018501,4,1,2,2,2,2,2,2,2,1,5000,4,6,4000,2,88,1,1,2,2,2,1,1,2,2,1,1,4000,0,0,1183.59887789
2024,Free State,472102840000001001,4,2,2,2,2,2,2,1,2,8,2000,3,8,0,2,88,1,1,1,2,2,1,2,2,2,2,1,0,0,0,982.98983545
2024,Free State,472102840000002501,4,1,2,2,2,2,2,2,2,1,9999999,9,99,9999999,9,88,9,9,9,9,9,9,9,9,9,9,2,9999999,0,0,609.9056627
2024,Free State,472102840000005501,4,2,2,2,2,1,2,2,2,5,1500,2,6,1990,2,88,2,2,2,2,2,2,2,2,2,1,1,0,1,1990,513.412647963
2024,Free State,472102840000007001,4,2,2,2,2,2,2,1,2,8,2000,4,8,0,2,88,2,2,2,2,2,1,2,2,2,2,1,0,0,0,982.98983545
2024,Free State,472102840000008501,4,1,2,2,2,1,2,2,2,1,5000,3,7,4889,1,1,1,1,1,2,2,1,1,1,2,1,5,3929,2,960,609.9056627
2024,Free State,472102840000010001,4,2,2,2,2,1,2,2,2,5,1500,3,6,830,2,88,1,1,2,2,2,2,2,2,2,2,3,0,2,830,1012.18634317
2024,Free State,472102840000011501,4,2,2,2,2,1,2,2,2,5,1000,2,7,2820,2,88,2,2,2,2,2,2,2,2,2,2,3,0,3,2820,982.98983545
2024,Free State,472102840000014501,4,1,2,2,2,2,2,2,2,1,35000,3,9,22000,1,2,1,1,1,1,2,1,1,2,2,2,1,22000,0,0,1180.73854153
2024,Free State,472102840000016001,4,2,2,2,2,1,2,2,2,5,2000,3,6,2010,2,88,1,1,2,2,2,1,1,2,2,2,3,0,1,2010,561.845521867
2024,Free State,472102910000003201,4,2,2,2,2,1,2,2,2,5,2000,3,7,1990,2,88,1,1,2,2,2,1,1,2,2,1,1,0,1,1990,705.747981124
2024,Free State,472102910000004801,4,1,2,2,2,1,2,2,2,1,2500,3,6,7790,2,88,1,1,1,1,2,1,1,2,2,2,5,6000,4,1790,1366.28316949
2024,Free State,472102910000008001,4,2,1,2,2,1,2,2,2,2,3000,3,8,5180,2,88,1,1,1,1,2,1,1,2,2,2,4,4000,3,1180,664.92534599
2024,Free State,472102910000009601,4,2,2,2,2,1,2,2,2,5,3000,4,9,1920,1,1,1,1,2,1,2,1,1,2,2,2,6,0,4,1920,705.747981124
2024,Free State,472102910000011201,4,1,2,2,2,2,2,2,2,1,500,3,5,940,2,88,2,2,2,2,2,2,1,2,2,2,1,940,0,0,705.747981124
2024,Free State,472102910000014401,4,1,2,2,2,1,2,2,2,5,2000,3,6,7170,2,88,1,1,2,1,2,1,1,2,2,1,5,4000,4,3170,650.135532447
2024,Free State,472102910000016001,4,2,2,1,2,1,2,2,2,3,2000,3,7,2830,2,88,1,1,2,2,2,1,1,2,2,2,3,0,2,830,1171.2441971
2024,Free State,472103130000000901,4,2,2,2,2,1,2,2,2,5,2000,3,7,4000,2,88,1,1,2,2,2,1,1,2,2,2,2,0,2,4000,461.189477134
2024,Free State,472103130000003901,4,2,2,1,2,1,2,2,2,3,2000,3,7,2660,2,88,1,2,2,2,2,1,2,2,2,2,4,0,4,1660,992.551716543
2024,Free State,472103130000009901,4,2,2,1,2,2,2,2,2,3,1000,3,4,500,2,88,2,2,2,2,2,1,2,2,2,2,1,0,0,0,1060.6364934
2024,Free State,472103130000012901,4,1,1,2,2,1,2,2,2,5,3000,3,7,12015,2,88,1,1,2,2,2,1,1,2,2,2,9,7055,8,4960,504.695868885
2024,Free State,472103130000015901,4,1,2,2,2,1,2,2,2,1,2000,4,5,2300,2,88,1,1,2,2,2,1,1,1,2,2,2,1600,2,700,516.177102296
2024,Free State,472103130000018901,4,1,2,2,2,1,2,2,2,1,600,2,6,4850,2,88,2,2,2,2,2,1,2,2,2,1,2,4500,1,350,883.002337473
2024,Free State,472103130000021901,4,2,2,1,2,1,2,2,2,3,5000,4,8,3480,2,88,1,1,2,1,2,1,1,2,2,2,3,0,1,480,516.177102296
2024,Free State,472103220000003401,4,1,2,1,2,1,2,2,2,3,2000,2,6,16877,2,88,1,1,2,1,1,1,1,2,2,1,13,5257,12,6620,1184.25802151
2024,Free State,472103220000006401,4,2,2,2,1,1,2,2,2,4,1500,3,6,4450,2,88,1,1,2,1,1,1,1,2,2,1,4,0,3,2950,657.359260585
2024,Free State,472103220000007901,4,1,2,2,1,1,2,2,2,1,2500,2,7,29362,1,1,1,1,1,1,1,1,1,2,2,1,6,13352,1,2010,657.359260585
2024,Free State,472103220000009401,4,1,2,2,2,1,2,2,2,1,900,3,5,1980,2,88,1,1,2,2,1,1,1,2,2,1,2,1500,1,480,1184.25802151
2024,Free State,472103220000010901,4,1,1,1,2,1,2,2,2,1,2500,2,8,12269,2,88,1,1,1,1,1,1,1,2,2,1,4,3929,2,2340,1184.25802151
2024,Free State,472103220000012401,4,2,2,2,1,2,2,2,2,4,2000,2,5,15000,1,1,1,1,1,1,1,1,1,1,2,1,4,0,0,0,672.31340539
2024,Free State,472103220000013901,4,2,2,1,2,1,2,2,2,3,9999999,3,5,2350,2,88,1,1,1,2,1,1,1,2,2,1,2,0,1,350,1150.09810748
2024,Free State,472103220000019901,4,2,2,1,2,2,2,2,2,3,800,2,4,1000,2,88,2,2,1,2,2,2,1,2,2,1,1,0,0,0,1381.4640936
2024,Free State,472103360000003001,4,1,2,2,2,2,2,2,2,1,15000,3,10,6000,1,1,1,1,1,1,1,1,1,2,1,2,5,6000,0,0,1021.97046686
2024,Free State,472103360000007601,4,2,2,2,2,1,2,2,2,5,5000,3,8,3300,2,88,1,1,2,1,2,1,1,1,2,2,5,0,4,3300,584.125602907
2024,Free State,472103360000009901,4,2,2,2,1,2,2,2,2,4,10000,3,10,15000,1,2,1,1,1,1,1,1,1,1,2,2,3,0,0,0,533.772115037
2024,Free State,472103360000014501,4,1,2,2,2,1,2,2,2,1,4000,3,8,9310,2,88,1,1,2,2,2,1,1,2,2,2,4,8000,3,1310,1021.97046686
2024,Free State,472103360000026001,4,1,1,2,2,1,2,2,2,2,3000,3,7,710,2,88,1,1,2,2,2,2,2,2,2,2,2,360,1,350,1227.56093198
2024,Free State,472103560000002701,4,2,2,2,2,1,2,2,2,5,2000,3,7,2470,2,88,1,1,2,2,2,1,1,1,2,1,3,0,2,2470,722.647943214
2024,Free State,472103560000005701,4,2,2,2,2,1,2,2,2,5,9999999,3,6,1990,2,88,2,2,2,1,2,1,1,2,2,2,1,0,1,1990,706.574216439
2024,Free State,472103560000008701,4,2,2,1,2,1,2,2,2,3,1000,3,7,2810,2,88,1,1,2,1,1,2,1,2,2,2,4,0,3,1310,1272.92065965
2024,Free State,472103560000014701,4,1,2,2,2,2,2,2,2,1,10000,2,9,4500,2,88,1,1,2,1,2,1,1,2,2,2,5,4500,0,0,1236.20327246
2024,Free State,472103560000026701,4,2,1,2,2,1,2,2,2,5,2000,3,6,7930,2,88,1,1,2,1,2,1,2,2,2,2,6,3800,6,4130,767.014417578
