household_id,fixed_internet_code,mobile_internet_code,computer_asset_code,household_smartphones,fixed_internet,mobile_internet,computer_asset
599140760000004201,2,1,2,2,No,Yes,No
599140760000009301,2,1,2,2,No,Yes,No
599140760000014401,2,1,2,1,No,Yes,No
599141020000005501,2,2,2,0,No,No,No
599141020000011901,2,1,2,3,No,Yes,No
599141020000015101,2,1,2,7,No,Yes,No
599141020000018301,2,1,2,3,No,Yes,No
599141020000024701,2,1,2,3,No,Yes,No
599141020000027901,2,1,2,1,No,Yes,No
599141020000031101,2,1,2,1,No,Yes,No
599141020000034301,2,1,2,1,No,Yes,No
599142050000001501,2,1,2,2,No,Yes,No
599142050000003601,2,1,2,3,No,Yes,No
599142050000005701,2,1,2,4,No,Yes,No
599142050000007801,2,1,2,5,No,Yes,No
599142050000009901,2,1,2,1,No,Yes,No
599142130000002501,2,1,2,4,No,Yes,No
599142130000005101,2,1,2,3,No,Yes,No
599142130000007701,2,1,2,1,No,Yes,No
599142130000010301,2,2,2,0,No,No,No
599142130000012901,2,1,2,3,No,Yes,No
599142130000015501,2,1,2,2,No,Yes,No
599142200000009301,2,1,2,2,No,Yes,No
599142200000011801,2,1,2,1,No,Yes,No
599142200000019301,2,1,2,1,No,Yes,No
599142310000004101,2,1,2,3,No,Yes,No
599142310000013401,2,1,2,2,No,Yes,No
599142670000001501,2,1,2,2,No,Yes,No
599142670000004201,2,1,2,3,No,Yes,No
599142670000006901,2,1,2,2,No,Yes,No
599142670000009601,2,1,2,2,No,Yes,No
599142670000012301,2,1,2,1,No,Yes,No
599142670000015001,2,1,2,2,No,Yes,No
599142790000002601,2,1,2,4,No,Yes,No
599142790000006101,2,NA,2,1,No,NA,No
599142790000009601,2,1,2,0,No,Yes,No
599142790000013101,2,1,2,2,No,Yes,No
599142790000016601,2,1,2,1,No,Yes,No
599142790000020101,2,1,2,3,No,Yes,No
599142810000002001,2,2,2,0,No,No,No
599142810000005201,2,1,2,1,No,Yes,No
599142810000008401,2,1,2,1,No,Yes,No
599142810000011601,2,1,2,2,No,Yes,No
599142810000014801,2,1,2,4,No,Yes,No
599142810000018001,2,1,2,3,No,Yes,No
599142810000021201,2,2,2,0,No,No,No
599142970000002101,2,1,2,5,No,Yes,No
599142970000004501,2,1,2,3,No,Yes,No
599142970000006901,2,1,2,2,No,Yes,No
599142970000009301,2,1,2,2,No,Yes,No
599142970000011701,2,1,2,3,No,Yes,No
599142970000014101,2,1,2,2,No,Yes,No
599143630000001401,2,1,2,1,No,Yes,No
599143630000004001,2,1,2,0,No,Yes,No
599143630000011801,2,1,2,2,No,Yes,No
599143630000017001,2,1,2,2,No,Yes,No
599143700000004001,1,2,1,3,Yes,No,Yes
599143700000008301,1,2,1,4,Yes,No,Yes
599143700000012601,1,2,1,2,Yes,No,Yes
599143880000007801,2,1,1,2,No,Yes,Yes
599143880000010101,1,1,1,2,Yes,Yes,Yes
599143880000017001,2,1,1,4,No,Yes,Yes
599144020000002601,2,1,2,4,No,Yes,No
599144020000004501,2,1,2,4,No,Yes,No
599144020000006401,2,1,2,0,No,Yes,No
599144020000008301,2,1,2,8,No,Yes,No
599144020000010201,2,1,2,1,No,Yes,No
599144020000012101,2,1,2,2,No,Yes,No
599144120000001001,2,1,2,2,No,Yes,No
599144120000003301,2,1,2,1,No,Yes,No
599144120000005601,2,1,2,1,No,Yes,No
599144120000007901,2,1,2,2,No,Yes,No
599144120000010201,2,1,2,4,No,Yes,No
599144120000012501,2,1,2,1,No,Yes,No
599144120000014801,2,1,2,2,No,Yes,No
599144400000002801,1,2,2,1,Yes,No,No
599144400000006101,2,1,1,3,No,Yes,Yes
599144400000009401,2,1,2,3,No,Yes,No
599144400000012701,2,1,2,2,No,Yes,No
599144400000016001,2,1,2,2,No,Yes,No
599144850000001001,2,1,2,2,No,Yes,No
599144850000002501,2,1,2,5,No,Yes,No
599144850000004001,2,1,2,2,No,Yes,No
599144850000005501,2,1,2,1,No,Yes,No
599144850000007001,2,1,2,2,No,Yes,No
599144850000008501,2,1,2,8,No,Yes,No
599144850000011501,2,1,2,3,No,Yes,No
599145320000004401,2,1,2,1,No,Yes,No
599145320000006901,2,1,2,3,No,Yes,No
599145320000009401,2,1,2,0,No,Yes,No
599145320000014401,2,1,2,3,No,Yes,No
599145320000016901,2,1,2,0,No,Yes,No
599145320000019401,2,1,2,2,No,Yes,No
599145450000000101,1,2,2,2,Yes,No,No
599145450000002901,2,1,2,1,No,Yes,No
599145450000005701,2,1,2,1,No,Yes,No
599145450000008501,2,1,2,5,No,Yes,No
599145450000011301,2,1,1,2,No,Yes,Yes
599145450000014101,2,2,2,0,No,No,No
599145450000016901,2,1,2,3,No,Yes,No
599145550000001101,2,1,2,3,No,Yes,No
599145550000003101,1,2,2,1,Yes,No,No
599145550000005101,2,1,1,4,No,Yes,Yes
599145550000007101,2,1,2,3,No,Yes,No
599145550000009101,2,1,2,5,No,Yes,No
599145550000011101,2,2,2,0,No,No,No
599145550000013101,2,1,2,5,No,Yes,No
599146200000001001,2,1,1,3,No,Yes,Yes
599146200000003401,2,1,1,3,No,Yes,Yes
599146200000005801,2,1,2,2,No,Yes,No
599146200000008201,2,1,1,5,No,Yes,Yes
599146200000010601,2,1,2,2,No,Yes,No
599146200000013001,2,1,1,4,No,Yes,Yes
599146200000015401,2,1,2,4,No,Yes,No
599146640000000901,2,1,1,2,No,Yes,Yes
599146640000002801,2,1,2,2,No,Yes,No
599146640000004701,2,1,2,2,No,Yes,No
599146640000006601,2,1,2,2,No,Yes,No
599146640000008501,2,1,2,2,No,Yes,No
599146640000010401,2,1,1,2,No,Yes,Yes
599146640000012301,2,1,1,1,No,Yes,Yes
599146640000014201,2,1,2,3,No,Yes,No
599146640000016101,2,1,2,0,No,Yes,No
599146640000018001,2,1,1,3,No,Yes,Yes
599147400000000201,1,1,1,3,Yes,Yes,Yes
599147400000001901,2,1,1,3,No,Yes,Yes
599147400000003601,2,1,2,2,No,Yes,No
599147400000005301,2,1,2,1,No,Yes,No
599147400000007001,2,1,1,3,No,Yes,Yes
599147400000008701,2,1,2,1,No,Yes,No
599147400000010401,1,1,1,3,Yes,Yes,Yes
599147400000012101,2,1,2,4,No,Yes,No
599147400000013801,2,2,2,0,No,No,No
599147600000001401,1,1,1,3,Yes,Yes,Yes
599147600000003401,2,1,1,1,No,Yes,Yes
599147600000007401,2,1,1,3,No,Yes,Yes
599147600000013401,2,1,1,1,No,Yes,Yes
599147600000015401,2,1,1,1,No,Yes,Yes
599147660000000101,2,1,2,5,No,Yes,No
599147660000005101,2,1,2,3,No,Yes,No
599147660000007601,2,1,2,2,No,Yes,No
599147660000010101,2,1,2,1,No,Yes,No
599147660000012601,2,1,2,2,No,Yes,No
599147660000017601,2,1,2,3,No,Yes,No
599147810000002601,2,1,2,4,No,Yes,No
599147810000005201,2,1,2,2,No,Yes,No
599147810000007801,2,1,2,2,No,Yes,No
599147810000013001,2,1,1,3,No,Yes,Yes
599147810000015601,2,1,1,1,No,Yes,Yes
599148320000000101,2,1,2,2,No,Yes,No
599148320000002101,2,1,2,1,No,Yes,No
599148320000004101,2,1,2,2,No,Yes,No
599148320000006101,2,1,2,1,No,Yes,No
599148320000008101,2,1,2,5,No,Yes,No
599148320000010101,2,1,2,2,No,Yes,No
599148320000012101,2,1,2,0,No,Yes,No
599148320000014101,2,1,2,1,No,Yes,No
599148320000016101,2,1,2,1,No,Yes,No
599148320000018101,2,1,1,3,No,Yes,Yes
599148320000020101,2,1,2,4,No,Yes,No
599148320000022101,2,1,2,1,No,Yes,No
599148710000003501,2,1,2,1,No,Yes,No
599148710000005301,2,1,2,2,No,Yes,No
599148710000007101,2,1,2,1,No,Yes,No
599148710000008901,2,1,2,2,No,Yes,No
599148710000010701,2,1,2,2,No,Yes,No
599148710000012501,2,1,2,3,No,Yes,No
599148710000014301,2,1,2,3,No,Yes,No
599148710000016101,2,2,2,1,No,No,No
599148710000017901,2,1,2,1,No,Yes,No
599148710000019701,2,1,2,2,No,Yes,No
599148710000026901,2,2,2,0,No,No,No
599148780000000501,2,1,2,2,No,Yes,No
599148780000003201,2,1,2,3,No,Yes,No
599148780000005901,2,1,2,1,No,Yes,No
599148780000008601,2,1,2,0,No,Yes,No
599148780000011301,2,1,2,3,No,Yes,No
599148780000014001,2,1,2,1,No,Yes,No
599148780000016701,2,1,2,2,No,Yes,No
599148780000019401,2,1,2,2,No,Yes,No
599148780000022101,2,1,2,3,No,Yes,No
599149080000000601,2,2,2,0,No,No,No
599149080000002801,2,1,2,1,No,Yes,No
599149080000005001,1,1,1,4,Yes,Yes,Yes
599149080000007201,2,1,2,2,No,Yes,No
599149080000009401,2,2,2,1,No,No,No
599149080000013801,2,1,2,2,No,Yes,No
599149110000006901,1,1,2,1,Yes,Yes,No
599149110000008801,2,1,2,3,No,Yes,No
599149110000012601,1,1,1,4,Yes,Yes,Yes
599149110000014501,2,1,1,3,No,Yes,Yes
599149190000000101,2,1,1,3,No,Yes,Yes
599149190000002101,2,2,2,0,No,No,No
599149190000004101,2,1,2,2,No,Yes,No
599149190000006101,2,1,2,3,No,Yes,No
599149290000001501,2,1,2,2,No,Yes,No
599149290000003401,1,1,2,4,Yes,Yes,No
599149290000005301,2,1,2,1,No,Yes,No
599149290000007201,2,1,2,2,No,Yes,No
599149290000009101,2,1,2,3,No,Yes,No
599149290000011001,2,1,1,3,No,Yes,Yes
599149290000012901,1,1,1,5,Yes,Yes,Yes
599149370000002901,2,1,2,1,No,Yes,No
599149370000013701,2,1,2,0,No,Yes,No
599149370000017301,2,1,2,2,No,Yes,No
599149370000020901,2,1,2,0,No,Yes,No
599149370000024501,2,1,2,2,No,Yes,No
599149370000028101,2,1,2,0,No,Yes,No
599149550000001301,2,1,1,1,No,Yes,Yes
599149550000003101,2,1,2,2,No,Yes,No
599149550000004901,2,2,2,1,No,No,No
599149550000006701,2,1,2,0,No,Yes,No
599149550000008501,2,2,2,0,No,No,No
599149550000010301,2,2,2,2,No,No,No
599149550000012101,2,2,2,3,No,No,No
599149550000013901,2,1,2,2,No,Yes,No
599151990000002601,2,1,2,2,No,Yes,No
599151990000006601,2,1,1,2,No,Yes,Yes
599151990000010601,2,2,2,0,No,No,No
599151990000014601,1,2,1,2,Yes,No,Yes
599151990000018601,1,2,1,2,Yes,No,Yes
599151990000022601,1,2,1,1,Yes,No,Yes
599152140000000501,2,1,2,2,No,Yes,No
599152140000002301,2,2,2,0,No,No,No
599152140000004101,2,1,2,1,No,Yes,No
599152140000007701,2,1,2,2,No,Yes,No
599152140000009501,2,2,2,0,No,No,No
599152140000011301,2,1,2,1,No,Yes,No
599152140000013101,2,1,1,4,No,Yes,Yes
599152140000014901,2,1,1,2,No,Yes,Yes
599152280000003401,2,2,2,0,No,No,No
599152280000007301,2,1,2,1,No,Yes,No
599152280000011201,2,2,2,0,No,No,No
599152280000022901,2,1,2,0,No,Yes,No
599152280000026801,2,1,2,0,No,Yes,No
599152280000030701,2,1,2,2,No,Yes,No
599152280000034601,2,1,2,1,No,Yes,No
599152470000001501,2,1,2,1,No,Yes,No
599152470000004601,2,1,2,2,No,Yes,No
599152470000007701,2,1,2,1,No,Yes,No
599152470000013901,2,1,2,2,No,Yes,No
599152470000017001,2,1,2,1,No,Yes,No
599152470000020101,2,1,2,0,No,Yes,No
599152470000023201,2,1,2,1,No,Yes,No
599152470000026301,2,2,2,0,No,No,No
599152670000000301,2,1,2,3,No,Yes,No
599152670000001901,2,1,2,2,No,Yes,No
599152670000003501,2,1,2,1,No,Yes,No
599152670000005101,2,1,2,2,No,Yes,No
599152670000008301,2,1,2,1,No,Yes,No
599152670000009901,2,1,2,2,No,Yes,No
599152670000013101,2,1,2,1,No,Yes,No
599152840000002701,2,1,2,2,No,Yes,No
599152840000007301,2,1,2,1,No,Yes,No
599152840000009601,2,1,2,2,No,Yes,No
599152840000011901,2,1,2,2,No,Yes,No
599152840000014201,2,1,2,3,No,Yes,No
599152840000016501,1,2,2,2,Yes,No,No
599153390000000901,2,1,2,1,No,Yes,No
599153390000004401,2,1,2,1,No,Yes,No
599153390000007901,2,1,2,1,No,Yes,No
599153390000011401,2,2,2,0,No,No,No
599153390000014901,2,1,2,1,No,Yes,No
599153390000018401,2,1,2,1,No,Yes,No
599153390000025401,2,1,2,0,No,Yes,No
599153390000028901,2,2,2,0,No,No,No
599153390000032401,2,1,2,1,No,Yes,No
599153540000000501,2,1,2,2,No,Yes,No
599153540000004301,2,1,2,4,No,Yes,No
599153540000006201,2,1,2,2,No,Yes,No
599153540000010001,2,1,2,1,No,Yes,No
599153540000011901,2,1,1,3,No,Yes,Yes
599153540000013801,2,1,2,2,No,Yes,No
599153540000017601,2,1,2,1,No,Yes,No
599153960000002501,1,2,2,1,Yes,No,No
599153960000006601,1,2,2,2,Yes,No,No
599153960000010701,1,2,1,1,Yes,No,Yes
599153960000014801,2,1,2,2,No,Yes,No
599154270000001601,2,1,2,3,No,Yes,No
599154270000004501,2,1,2,3,No,Yes,No
599154270000007401,2,1,2,2,No,Yes,No
599154270000010301,2,1,2,3,No,Yes,No
599154270000013201,2,1,2,6,No,Yes,No
599154270000016101,2,1,2,2,No,Yes,No
599154270000019001,2,1,2,6,No,Yes,No
599154270000021901,2,1,2,4,No,Yes,No
599154270000024801,2,1,2,0,No,Yes,No
599154270000030601,2,1,2,3,No,Yes,No
599154270000033501,2,1,2,1,No,Yes,No
599154270000045101,2,1,2,2,No,Yes,No
599154550000001601,2,2,2,0,No,No,No
599154550000009701,2,2,2,0,No,No,No
599154550000012401,2,1,2,2,No,Yes,No
599154550000015101,2,1,2,1,No,Yes,No
599154550000020501,2,1,2,5,No,Yes,No
599154550000023201,2,1,2,2,No,Yes,No
599154650000006601,1,2,1,1,Yes,No,Yes
599154650000010501,1,2,1,4,Yes,No,Yes
599154650000014401,1,2,1,3,Yes,No,Yes
599154650000018301,1,2,2,2,Yes,No,No
599154650000022201,1,2,1,2,Yes,No,Yes
599154650000026101,1,2,1,4,Yes,No,Yes
599154650000030001,1,2,1,5,Yes,No,Yes
599155140000000201,2,1,2,2,No,Yes,No
599155140000002001,2,1,2,2,No,Yes,No
599155140000003801,2,1,2,2,No,Yes,No
599155140000005601,2,1,2,3,No,Yes,No
599155140000007401,2,1,1,1,No,Yes,Yes
599155140000012801,2,1,2,4,No,Yes,No
599155140000021801,2,1,2,4,No,Yes,No
599155140000032601,2,1,2,2,No,Yes,No
599155250000000601,2,1,2,1,No,Yes,No
599155250000003301,2,2,2,0,No,No,No
599155250000006001,2,1,2,2,No,Yes,No
599155250000011401,2,2,2,4,No,No,No
599155250000014101,2,1,2,3,No,Yes,No
599155250000016801,1,1,1,2,Yes,Yes,Yes
599155250000019501,2,2,2,0,No,No,No
599155250000024901,2,1,2,4,No,Yes,No
599155250000027601,2,1,2,3,No,Yes,No
599155310000002001,2,1,2,1,No,Yes,No
599155310000004401,2,1,2,2,No,Yes,No
599155310000006801,2,1,2,2,No,Yes,No
599155310000009201,2,1,2,2,No,Yes,No
599155310000011601,2,1,2,2,No,Yes,No
599155310000016401,2,1,2,4,No,Yes,No
599155310000026001,2,1,2,1,No,Yes,No
599155440000000401,2,1,2,5,No,Yes,No
599155440000002301,2,1,2,3,No,Yes,No
599155440000004201,2,1,1,1,No,Yes,Yes
599155440000006101,2,1,1,4,No,Yes,Yes
599155440000008001,2,1,2,1,No,Yes,No
599155440000009901,2,1,1,1,No,Yes,Yes
599155440000011801,2,1,2,4,No,Yes,No
599155440000013701,2,1,2,1,No,Yes,No
599155440000015601,2,1,1,5,No,Yes,Yes
599156010000000801,2,1,2,2,No,Yes,No
599156010000003201,2,1,2,2,No,Yes,No
599156010000008001,2,1,1,2,No,Yes,Yes
599156010000015201,2,1,1,3,No,Yes,Yes
599156010000017601,2,1,2,2,No,Yes,No
599156010000020001,2,1,2,2,No,Yes,No
599206420000015001,2,1,2,1,No,Yes,No
599206420000087001,2,1,2,-1,No,Yes,No
599206420000123001,2,1,2,1,No,Yes,No
660100030000003201,2,1,2,3,No,Yes,No
660100030000004801,2,1,2,3,No,Yes,No
660100030000006401,2,1,2,4,No,Yes,No
660100030000009601,2,1,2,1,No,Yes,No
660100030000011201,2,1,1,4,No,Yes,Yes
660100030000014401,2,2,2,0,No,No,No
660100030000016001,2,1,2,1,No,Yes,No
660100030000017601,2,1,2,1,No,Yes,No
660100030000019201,2,1,2,2,No,Yes,No
660100030000020801,2,1,2,1,No,Yes,No
660100030000024001,2,1,1,1,No,Yes,Yes
660100090000002301,2,2,2,0,No,No,No
660100090000004201,2,2,2,0,No,No,No
660100090000006101,2,2,2,3,No,No,No
660100090000008001,2,2,2,5,No,No,No
660100090000009901,2,2,2,1,No,No,No
660100090000011801,2,2,2,2,No,No,No
660100390000003501,2,1,2,3,No,Yes,No
660100390000006001,2,1,1,3,No,Yes,Yes
660100390000008501,2,1,2,1,No,Yes,No
660100710000003501,2,2,1,1,No,No,Yes
660100710000006201,2,2,2,0,No,No,No
660100710000019701,2,1,1,3,No,Yes,Yes
660100710000022401,2,2,2,0,No,No,No
660100710000025101,2,1,1,4,No,Yes,Yes
660100710000033201,2,2,2,2,No,No,No
660101310000000401,2,1,2,2,No,Yes,No
660101310000001801,2,1,1,3,No,Yes,Yes
660101310000004601,2,1,2,2,No,Yes,No
660101310000006001,2,1,1,5,No,Yes,Yes
660101310000007401,2,1,2,1,No,Yes,No
660101310000008801,2,1,1,1,No,Yes,Yes
660101310000010201,2,1,1,2,No,Yes,Yes
660101310000011601,2,1,2,3,No,Yes,No
660101310000014401,2,1,1,4,No,Yes,Yes
660101370000001001,2,2,2,3,No,No,No
660101370000002901,2,2,2,1,No,No,No
660101370000004801,2,2,2,2,No,No,No
660101370000006701,2,2,2,4,No,No,No
660101370000010501,2,2,2,1,No,No,No
660101980000000301,2,1,2,0,No,Yes,No
660101980000003701,2,2,2,1,No,No,No
660101980000007101,2,1,1,1,No,Yes,Yes
660101980000008801,2,2,2,2,No,No,No
660101980000010501,2,1,1,2,No,Yes,Yes
660101980000012201,2,1,2,2,No,Yes,No
660102290000001301,2,2,1,1,No,No,Yes
660102290000002701,2,2,2,1,No,No,No
660102290000006901,2,2,2,0,No,No,No
660102290000008301,2,2,2,0,No,No,No
660102290000009701,2,2,2,0,No,No,No
660102290000011101,2,2,2,0,No,No,No
660103790000005501,2,2,2,0,No,No,No
660103790000012301,2,2,2,3,No,No,No
660103790000022501,2,2,2,0,No,No,No
660103790000025901,2,2,2,2,No,No,No
660104100000003001,2,1,2,1,No,Yes,No
660104100000007601,2,1,2,1,No,Yes,No
660104100000012201,2,2,2,1,No,No,No
660104100000016801,2,2,2,1,No,No,No
660104100000021401,2,1,2,1,No,Yes,No
660104100000026001,2,2,2,0,No,No,No
660104100000035201,2,2,2,0,No,No,No
661100550000002501,2,2,2,0,No,No,No
661100550000008601,2,1,1,2,No,Yes,Yes
661100550000020801,2,1,1,1,No,Yes,Yes
661100550000033001,2,1,1,4,No,Yes,Yes
661100550000039101,2,1,2,3,No,Yes,No
661100600060000401,2,1,2,1,No,Yes,No
661100600060000901,2,1,2,2,No,Yes,No
661100600060001401,2,1,2,2,No,Yes,No
661100600060001901,2,NA,2,0,No,NA,No
661100600060002401,2,1,2,1,No,Yes,No
661100600060002901,2,2,2,0,No,No,No
661100600060003401,2,2,2,0,No,No,No
661100600060003901,2,1,2,1,No,Yes,No
661100600060004401,2,2,2,0,No,No,No
661100600060004901,2,2,2,1,No,No,No
661100600060005401,2,1,2,2,No,Yes,No
661100600060005901,2,1,2,1,No,Yes,No
661100600060006401,2,1,2,2,No,Yes,No
661100600060006901,2,1,2,1,No,Yes,No
661100600060007401,2,1,2,1,No,Yes,No
661100600060007901,2,2,2,0,No,No,No
661100600060008401,2,1,2,2,No,Yes,No
661100600060008901,2,1,2,0,No,Yes,No
661100600060009401,2,1,2,1,No,Yes,No
661100600060009901,2,2,2,0,No,No,No
661100600060010401,2,1,2,1,No,Yes,No
661100700000005301,1,2,2,1,Yes,No,No
661100700000007401,1,1,1,2,Yes,Yes,Yes
661100700000009501,1,1,1,4,Yes,Yes,Yes
661100700000013701,2,2,1,0,No,No,Yes
661100940000004101,2,2,2,0,No,No,No
661100940000007301,2,2,2,3,No,No,No
661100940000010501,2,2,2,1,No,No,No
661100940000013701,2,2,2,2,No,No,No
661100940000020101,2,2,2,1,No,No,No
661101450000001701,1,1,1,2,Yes,Yes,Yes
661101580000001401,2,1,2,2,No,Yes,No
661101580000005801,1,1,1,1,Yes,Yes,Yes
661101580000008001,1,1,1,1,Yes,Yes,Yes
661101590000001601,2,2,1,0,No,No,Yes
661101590000016901,2,2,2,1,No,No,No
661101590000022001,2,2,2,3,No,No,No
661101590000032201,2,2,2,2,No,No,No
661102000000004301,2,2,2,0,No,No,No
661102000000022001,2,1,2,2,No,Yes,No
661102000000033801,2,1,2,2,No,Yes,No
661102000000039701,2,1,2,1,No,Yes,No
661102000000045601,2,2,2,2,No,No,No
661102000000057401,2,1,2,1,No,Yes,No
661102000000086901,2,1,1,1,No,Yes,Yes
661102290000057601,2,1,1,2,No,Yes,Yes
661102290000067301,2,2,2,0,No,No,No
661102290000077001,2,1,2,1,No,Yes,No
661102290000086701,2,1,2,2,No,Yes,No
661102830000000501,2,2,2,0,No,No,No
661102830000004501,2,1,1,1,No,Yes,Yes
661102830000012501,2,2,2,0,No,No,No
661102830000016501,2,1,2,2,No,Yes,No
661102830000020501,2,2,2,0,No,No,No
661102830000032501,2,1,2,0,No,Yes,No
661103240000004301,2,1,2,1,No,Yes,No
661103240000007901,2,1,2,1,No,Yes,No
661103240000011501,2,1,2,1,No,Yes,No
661103240000015101,2,1,2,2,No,Yes,No
661103240000018701,2,1,2,2,No,Yes,No
661103240000022301,2,2,2,0,No,No,No
661103330000002201,2,2,2,2,No,No,No
661103330000005401,2,2,2,2,No,No,No
661103330000011801,2,2,2,0,No,No,No
661103330000015001,2,2,2,3,No,No,No
661103330000018201,2,2,2,2,No,No,No
661103330000021401,2,2,2,2,No,No,No
661103330000027801,2,2,2,0,No,No,No
661103330000031001,2,1,2,1,No,Yes,No
661103330000034201,2,2,2,2,No,No,No
661103490000003401,2,2,2,1,No,No,No
661103490000009101,2,1,1,2,No,Yes,Yes
661103620000000101,2,1,2,2,No,Yes,No
661103620000003001,2,1,2,3,No,Yes,No
661103620000005901,2,1,2,1,No,Yes,No
661103620000008801,2,2,2,0,No,No,No
661103620000011701,2,1,1,4,No,Yes,Yes
661103620000014601,2,1,2,3,No,Yes,No
661103620000017501,2,1,1,2,No,Yes,Yes
661103800000000101,2,1,1,3,No,Yes,Yes
661103800000003601,2,1,1,2,No,Yes,Yes
661103800000007101,2,1,2,1,No,Yes,No
661103800000010601,2,1,1,2,No,Yes,Yes
661103800000014101,2,1,2,1,No,Yes,No
661103800000017601,2,1,2,1,No,Yes,No
661103940000004101,2,1,2,2,No,Yes,No
661103940000008901,2,1,1,3,No,Yes,Yes
661103940000013701,2,2,2,0,No,No,No
661103940000016101,2,1,2,1,No,Yes,No
661103970000000801,2,2,2,0,No,No,No
661103970000002501,2,1,2,2,No,Yes,No
661103970000004201,2,1,2,2,No,Yes,No
661103970000005901,2,1,2,1,No,Yes,No
661103970000012701,2,1,2,2,No,Yes,No
661104310000001901,2,2,2,0,No,No,No
661104310000004201,2,2,2,0,No,No,No
661104310000011101,1,1,1,1,Yes,Yes,Yes
661104380000001801,2,1,2,1,No,Yes,No
661104380000003901,2,1,1,1,No,Yes,Yes
661104380000008101,2,1,2,3,No,Yes,No
661104380000012301,2,1,2,2,No,Yes,No
661104380000014401,2,1,2,2,No,Yes,No
661104380000016501,2,1,1,2,No,Yes,Yes
661104760000007101,2,1,1,2,No,Yes,Yes
661105040000002101,2,1,1,3,No,Yes,Yes
661105040000004801,2,1,2,1,No,Yes,No
661105040000012901,2,1,2,2,No,Yes,No
661105040000015601,2,1,2,6,No,Yes,No
661105040000021001,2,1,2,2,No,Yes,No
661105260000000501,2,1,1,3,No,Yes,Yes
661105260000002201,2,1,1,3,No,Yes,Yes
661105260000007301,2,1,2,1,No,Yes,No
661105470000000901,2,1,2,1,No,Yes,No
661105470000003001,2,1,2,2,No,Yes,No
661105470000005101,2,1,2,1,No,Yes,No
661105470000007201,2,1,2,2,No,Yes,No
661105470000009301,2,1,2,3,No,Yes,No
661105470000011401,2,1,2,2,No,Yes,No
661105470000015601,2,1,2,2,No,Yes,No
661105500000000501,2,1,2,1,No,Yes,No
661105500000002401,2,1,2,1,No,Yes,No
661105500000004301,2,1,2,1,No,Yes,No
661105500000008101,2,1,2,2,No,Yes,No
661105500000010001,2,1,2,2,No,Yes,No
661105500000011901,2,2,2,0,No,No,No
661105500000017601,2,1,1,2,No,Yes,Yes
661106100000004801,1,2,1,3,Yes,No,Yes
661106100000008301,2,2,2,1,No,No,No
661106100000015301,1,2,2,2,Yes,No,No
661106100000018801,2,2,2,0,No,No,No
661106100000025801,1,2,2,1,Yes,No,No
661106360000001001,2,2,1,0,No,No,Yes
661106360000002701,2,2,2,1,No,No,No
661106360000004401,2,2,2,1,No,No,No
661106360000006101,2,2,2,1,No,No,No
661106360000007801,2,2,1,4,No,No,Yes
661106360000009501,2,2,2,2,No,No,No
661106360000011201,2,2,2,1,No,No,No
661106360000012901,2,2,2,5,No,No,No
661106470000000201,2,1,2,2,No,Yes,No
661106470000004501,2,1,2,3,No,Yes,No
661106470000008801,2,2,2,0,No,No,No
661106470000017401,2,2,2,2,No,No,No
661106470000021701,2,1,2,2,No,Yes,No
661106470000026001,2,1,2,1,No,Yes,No
661106770000000601,2,2,2,1,No,No,No
661106770000002401,2,2,2,1,No,No,No
661106770000004201,2,2,2,2,No,No,No
661106770000006001,1,2,2,4,Yes,No,No
661106770000007801,1,2,2,2,Yes,No,No
661106770000009601,1,2,2,3,Yes,No,No
661106770000011401,1,2,2,2,Yes,No,No
661106770000013201,2,1,1,1,No,Yes,Yes
661107150000001901,2,2,2,3,No,No,No
661107150000004601,2,2,2,1,No,No,No
661107150000010001,2,2,2,1,No,No,No
661107150000012701,2,2,2,2,No,No,No
661107150000015401,2,2,2,0,No,No,No
661107850000009601,2,1,2,4,No,Yes,No
661108040000001301,2,2,2,1,No,No,No
661108040000004001,2,2,2,2,No,No,No
661108040000009401,2,1,2,3,No,Yes,No
661108040000012101,2,2,2,2,No,No,No
661108040000014801,2,2,2,2,No,No,No
661108040000020201,2,2,2,0,No,No,No
661108040000022901,2,2,2,1,No,No,No
661108260000002001,2,2,2,2,No,No,No
661108260000006001,2,2,2,1,No,No,No
661108260000008001,2,2,1,2,No,No,Yes
661108260000010001,2,2,2,4,No,No,No
661108260000014001,2,2,2,2,No,No,No
661108260000018001,2,2,2,2,No,No,No
661108640000000101,2,1,2,1,No,Yes,No
661108640000001601,2,1,2,2,No,Yes,No
661108640000003101,2,2,2,1,No,No,No
661108640000004601,2,1,1,1,No,Yes,Yes
661108640000006101,2,2,2,0,No,No,No
661108640000007601,2,1,2,5,No,Yes,No
661108640000010601,2,1,2,2,No,Yes,No
661108640000012101,2,1,1,2,No,Yes,Yes
661108720000004301,2,2,2,0,No,No,No
661108720000007001,2,1,2,3,No,Yes,No
661108720000012401,2,1,2,3,No,Yes,No
661108960000005601,2,2,2,0,No,No,No
661108960000010101,2,2,2,1,No,No,No
661108960000014601,2,2,2,0,No,No,No
661108960000023601,2,2,2,1,No,No,No
661109160000007901,2,1,2,2,No,Yes,No
661200020000015101,2,2,2,3,No,No,No
661200020000034701,2,1,2,1,No,Yes,No
661200020000054301,2,2,2,0,No,No,No
661200020000093501,2,1,2,2,No,Yes,No
661200020000113101,2,1,2,3,No,Yes,No
662100210000006701,2,1,2,1,No,Yes,No
