household_id,person_number,education_level_code,education_attendance_code,institution_type_code,reason_not_attending_code,education_level_flag,education_attendance_flag,education_level,education_attendance,institution_type,reason_not_attending
160100090000007201,01,6,2,88,6,NA,NA,Grade 6/Standard 4,No,Not applicable,"Working (at home, business or job)"
160100090000013801,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
160100090000013801,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
160100330000001101,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
160100330000001101,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
160100330000001101,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
160100330000001101,04,12,1,5,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Higher education institution (university / university of technology),Not applicable
160100330000008601,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
160100330000008601,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
160100330000013601,01,11,2,88,8,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Education useless / not interesting
160100330000013601,02,10,2,88,8,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Education useless / not interesting
160100630000003601,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
160100630000003601,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
160100630000003601,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
160100630000007201,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
160100630000007201,02,9,2,88,5,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No money for fees
160100630000010801,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
160100630000018001,01,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
160100630000018001,02,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
160100630000021601,01,9,2,88,7,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Family commitment (e.g. child minding)
160100630000021601,02,9,2,88,8,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Education useless / not interesting
160100630000021601,03,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
160100920000004701,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
160100920000004701,02,24,2,88,6,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
160100920000004701,03,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
160101410000022701,01,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
160101410000022701,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
161100010000007501,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
161100010000007501,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
161100010000047501,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
161100010000047501,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
161100010000047501,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
161100010000087501,01,6,2,88,9,NA,NA,Grade 6/Standard 4,No,Not applicable,Unable to perform at school
161100010000087501,02,8,2,88,8,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Education useless / not interesting
161100010000087501,03,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
161100270000011101,01,7,2,88,5,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,No money for fees
161100270000018301,01,5,2,88,6,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,"Working (at home, business or job)"
161100270000018301,02,8,2,88,5,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,No money for fees
161100270000032701,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
161100270000032701,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
161100270000039901,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
162100390000001901,01,7,2,88,5,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,No money for fees
162100390000001901,02,6,2,88,8,NA,NA,Grade 6/Standard 4,No,Not applicable,Education useless / not interesting
162100390000001901,03,6,2,88,8,NA,NA,Grade 6/Standard 4,No,Not applicable,Education useless / not interesting
162100390000001901,04,7,2,88,9,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Unable to perform at school
162100390000004901,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
162100390000004901,02,10,2,88,8,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Education useless / not interesting
162100390000004901,03,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
162100390000004901,04,9,2,88,5,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No money for fees
162100390000004901,05,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
162100390000004901,06,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
162100390000007901,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
162100390000007901,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100390000007901,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100390000007901,04,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
162100390000007901,05,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
162100390000010901,01,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
162100390000010901,02,10,2,88,8,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Education useless / not interesting
162100390000010901,03,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
162100390000010901,04,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
162100390000010901,05,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100390000013901,01,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
162100390000013901,02,7,2,88,1,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Too old/young
162100390000013901,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100390000013901,04,7,2,88,8,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Education useless / not interesting
162100390000016901,01,3,2,88,5,NA,NA,Grade 3/Standard 1/ABET/AET 1,No,Not applicable,No money for fees
162100450000000401,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
162100450000002201,01,24,2,88,18,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Other reason
162100450000004001,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000004001,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000009401,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000009401,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000009401,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000009401,04,5,2,88,8,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,Education useless / not interesting
162100450000011201,01,23,2,88,2,NA,NA,Higher Diploma/B-Tech/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
162100450000011201,02,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
162100450000011201,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
162100450000011201,04,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100450000014801,01,14,2,88,6,NA,NA,NTC II/N2/NQF 2,No,Not applicable,"Working (at home, business or job)"
162100580000003101,03,15,2,88,2,NA,NA,NTC III/N3/NQF 3,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000003101,04,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000003101,05,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000018601,01,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000021701,01,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000021701,02,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000024801,01,15,2,88,2,NA,NA,NTC III/N3/NQF 3,No,Not applicable,Completed education / satisfied / doesn't want to study
162100580000024801,02,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
162100750000001001,01,14,2,88,6,NA,NA,NTC II/N2/NQF 2,No,Not applicable,"Working (at home, business or job)"
162100750000001001,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
162100750000005201,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
162100850000001001,01,17,2,88,6,NA,NA,N5/NTC 5/Occupational Cert NQF 5,No,Not applicable,"Working (at home, business or job)"
162100850000001001,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
162100850000002901,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100850000002901,02,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100850000002901,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
162100850000002901,04,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
162100850000002901,05,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
162100850000004801,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100850000006701,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100850000006701,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
162100850000006701,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
162100850000008601,01,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
162100850000008601,02,11,2,88,3,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Institution too far
162100850000010501,01,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
162100850000010501,02,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
162100850000014301,01,21,2,88,2,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
162100850000014301,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
162100940000024301,01,7,2,88,6,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,"Working (at home, business or job)"
162100940000024301,02,5,2,88,1,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,Too old/young
162100940000024301,03,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
162100940000024301,04,12,2,88,17,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No time / too busy
163100220000001101,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163100220000003801,01,9,2,88,9,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Unable to perform at school
163100220000003801,02,10,2,88,8,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Education useless / not interesting
163100220000003801,03,8,2,88,9,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Unable to perform at school
163100220000003801,04,8,2,88,9,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Unable to perform at school
163100220000006501,01,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
163100220000006501,02,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
163100220000006501,03,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
163100220000006501,04,8,2,88,8,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Education useless / not interesting
163100220000006501,05,8,2,88,8,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Education useless / not interesting
163100220000009201,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163100220000011901,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163100220000011901,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100220000014601,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163100220000014601,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163100220000014601,03,24,2,88,5,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,No money for fees
163100220000014601,04,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163100220000017301,01,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
163100220000017301,02,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
163100220000017301,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100220000017301,04,9,2,88,9,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Unable to perform at school
163100220000017301,05,6,2,88,8,NA,NA,Grade 6/Standard 4,No,Not applicable,Education useless / not interesting
163100220000020001,01,6,2,88,8,NA,NA,Grade 6/Standard 4,No,Not applicable,Education useless / not interesting
163100940000001701,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100940000001701,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163100940000003401,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163100940000003401,02,8,2,88,5,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,No money for fees
163100940000003401,03,9,2,88,9,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Unable to perform at school
163100940000005101,01,3,2,88,1,NA,NA,Grade 3/Standard 1/ABET/AET 1,No,Not applicable,Too old/young
163100940000006801,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163100940000006801,03,9,2,88,2,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Completed education / satisfied / doesn't want to study
163100940000006801,04,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100940000006801,05,9,2,88,5,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No money for fees
163100940000008501,01,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
163100940000008501,02,5,2,88,9,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,Unable to perform at school
163100940000008501,03,7,2,88,8,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Education useless / not interesting
163100940000010201,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100940000010201,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163100940000010201,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100940000011901,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163100940000011901,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101070000003301,02,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
163101070000003301,03,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
163101070000003301,04,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
163101070000003301,05,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163101070000005401,01,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
163101070000005401,02,9,2,88,6,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,"Working (at home, business or job)"
163101070000011701,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163101070000011701,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163101550000002501,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163101550000002501,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000002501,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000002501,04,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000005001,01,11,2,88,2,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Completed education / satisfied / doesn't want to study
163101550000007501,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000007501,02,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
163101550000010001,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163101550000010001,02,11,2,88,2,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Completed education / satisfied / doesn't want to study
163101550000012501,01,9,2,88,6,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,"Working (at home, business or job)"
163101550000012501,02,9,2,88,5,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No money for fees
163101550000015001,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000017501,01,15,1,7,88,NA,NA,NTC III/N3/NQF 3,Yes,Other college,Not applicable
163101550000017501,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000017501,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163101550000022501,01,6,2,88,5,NA,NA,Grade 6/Standard 4,No,Not applicable,No money for fees
163101550000022501,02,4,2,88,9,NA,NA,Grade 4/Standard 2,No,Not applicable,Unable to perform at school
163101550000025001,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
163101550000025001,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
163102320000001701,01,18,2,88,2,NA,NA,N6/NTC 6/Occupational Cert NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
163102320000001701,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163102320000001701,03,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163102320000004901,01,22,2,88,6,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,"Working (at home, business or job)"
163102320000004901,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
163102320000004901,03,99,1,6,88,NA,NA,NA,Yes,TVET college,Not applicable
163102320000008101,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
163102350000002401,01,10,2,88,8,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Education useless / not interesting
163102350000002401,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163102350000005301,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
163102350000005301,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163102350000005301,03,18,2,88,5,NA,NA,N6/NTC 6/Occupational Cert NQF 5,No,Not applicable,No money for fees
163102350000008201,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
163102350000011101,01,7,2,88,2,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Completed education / satisfied / doesn't want to study
163102350000011101,02,8,2,88,9,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Unable to perform at school
163102850000000401,01,6,2,88,1,NA,NA,Grade 6/Standard 4,No,Not applicable,Too old/young
163102850000000401,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163102850000000401,04,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
163102850000001101,01,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
163102850000001101,02,21,2,88,2,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
163102850000001101,03,21,2,88,2,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
163102850000001801,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
163102850000001801,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
164100490000002001,01,12,1,7,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Other college,Not applicable
164100490000002001,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
164100490000002001,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
164100490000004401,02,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
164100490000004401,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
164100490000004401,04,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
164100490000004401,05,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
